referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2018-03,2018,03,SUL,SANTA CATARINA,3.923,3.6,4.643,,,,3.543,3.199,3.949,3.273,2.99,3.599,3.352,2.979,3.799,69.032,56.0,85.0,2.02,1.81,2.29
2018-03,2018,03,SUDESTE,SAO PAULO,3.99,3.479,4.899,,,,2.873,2.449,3.699,3.273,2.939,4.279,3.407,2.999,4.366,65.933,48.0,89.9,2.307,1.989,3.199
2018-03,2018,03,NORDESTE,SERGIPE,4.078,3.9,4.435,,,,3.515,3.2,3.749,3.43,3.18,3.649,3.492,3.25,3.79,76.175,65.0,85.0,2.794,2.78,2.799
2018-03,2018,03,NORTE,TOCANTINS,4.402,3.85,4.7,,,,3.637,3.39,3.899,3.352,3.098,4.46,3.44,3.19,4.77,84.763,75.0,95.0,,,
2018-04,2018,04,NORTE,ACRE,4.797,4.68,5.11,,,,3.959,3.59,4.49,4.285,3.85,4.479,4.176,3.95,4.499,78.104,72.0,85.0,,,
2018-04,2018,04,NORDESTE,ALAGOAS,4.338,4.083,4.599,,,,3.591,3.249,3.999,3.484,3.259,3.699,3.563,3.299,3.89,64.217,55.0,75.0,2.729,2.72,2.99
2018-04,2018,04,NORTE,AMAPA,4.07,3.81,4.35,,,,3.79,3.79,3.79,3.945,3.497,4.09,4.428,3.697,4.69,74.295,65.0,79.0,,,
2018-04,2018,04,NORTE,AMAZONAS,4.489,3.9,5.05,,,,3.597,3.29,3.999,3.531,3.2,4.49,3.642,3.39,4.59,70.708,63.0,89.0,3.17,3.15,3.19
2018-04,2018,04,NORDESTE,BAHIA,4.259,3.83,4.966,,,,3.378,2.93,4.19,3.406,3.07,4.299,3.491,3.16,4.418,57.727,45.0,76.0,2.465,2.32,2.69
2018-04,2018,04,NORDESTE,CEARA,4.365,4.099,4.7,,,,3.578,3.289,3.85,3.61,3.399,3.84,3.606,3.469,3.86,69.72,55.0,80.0,3.159,2.99,3.19
2018-04,2018,04,CENTRO OESTE,DISTRITO FEDERAL,4.274,3.95,4.459,,,,3.567,3.219,3.799,3.614,3.199,3.899,3.737,3.479,3.999,68.827,55.0,85.0,,,
2018-04,2018,04,SUDESTE,ESPIRITO SANTO,4.103,3.63,4.59,,,,3.625,3.099,4.08,3.335,3.019,3.69,3.458,3.14,3.79,63.223,50.0,75.0,2.587,2.399,2.99
2018-04,2018,04,CENTRO OESTE,GOIAS,4.406,3.85,4.99,,,,2.997,2.49,3.9,3.507,3.29,4.1,3.591,3.29,4.19,73.311,67.0,82.0,,,
2018-04,2018,04,NORDESTE,MARANHAO,3.873,3.469,4.39,,,,3.515,3.099,3.99,3.329,3.099,3.699,3.429,3.099,3.799,68.854,55.0,90.0,,,
2018-04,2018,04,CENTRO OESTE,MATO GROSSO,4.228,3.397,4.88,,,,2.951,2.379,3.699,3.74,3.369,4.21,3.812,3.399,4.3,95.383,70.0,120.0,2.699,2.699,2.699
2018-04,2018,04,CENTRO OESTE,MATO GROSSO DO SUL,4.132,3.822,4.699,,,,3.496,3.229,3.999,3.714,3.479,4.079,3.888,3.579,4.23,74.24,58.0,90.0,2.697,2.399,2.799
2018-04,2018,04,SUDESTE,MINAS GERAIS,4.486,3.629,5.099,,,,3.153,2.65,3.898,3.509,3.08,4.07,3.612,3.24,4.099,68.72,53.0,92.0,2.755,2.679,3.099
2018-04,2018,04,NORTE,PARA,4.292,3.82,4.9,,,,3.698,3.299,4.59,3.656,3.197,4.27,3.642,3.14,4.22,71.777,60.0,98.0,,,
2018-04,2018,04,NORDESTE,PARAIBA,3.896,3.729,4.399,,,,3.103,2.869,3.649,3.333,3.099,3.669,3.41,3.19,3.699,63.829,55.0,75.0,2.956,2.95,3.05
2018-04,2018,04,SUL,PARANA,4.116,3.699,4.55,,,,3.032,2.49,3.4,3.216,2.89,3.69,3.317,2.94,3.79,68.191,54.9,88.0,2.637,2.549,3.05
2018-04,2018,04,NORDESTE,PERNAMBUCO,4.069,3.659,4.729,,,,3.192,2.929,3.787,3.419,3.19,3.69,3.353,3.13,3.94,61.861,50.0,75.0,2.477,2.47,3.179
2018-04,2018,04,NORDESTE,PIAUI,4.231,3.999,4.649,,,,3.525,3.279,3.85,3.521,3.38,3.75,3.612,3.42,3.85,67.03,59.99,82.0,,,
2018-04,2018,04,SUDESTE,RIO DE JANEIRO,4.718,4.289,5.2,,,,3.72,3.059,4.279,3.597,3.259,3.999,3.726,3.34,4.449,62.456,48.0,80.0,2.494,2.099,3.399
2018-04,2018,04,NORDESTE,RIO GRANDE DO NORTE,4.218,4.14,4.39,,,,3.406,3.17,3.59,3.55,3.36,3.699,3.668,3.49,3.829,63.664,55.0,75.0,2.996,2.89,3.13
2018-04,2018,04,SUL,RIO GRANDE DO SUL,4.349,3.89,4.91,,,,4.074,3.36,4.79,3.362,2.999,3.879,3.454,3.099,3.999,67.544,52.0,86.0,2.809,2.45,3.319
2018-04,2018,04,NORTE,RONDONIA,4.297,3.83,4.81,,,,3.732,3.289,4.25,3.65,3.0,3.85,3.736,3.25,3.95,76.854,65.0,91.0,,,
2018-04,2018,04,NORTE,RORAIMA,4.159,3.98,4.35,,,,3.677,3.59,3.98,3.533,3.43,3.69,3.612,3.48,3.79,80.25,78.0,82.0,,,
2018-04,2018,04,SUL,SANTA CATARINA,3.905,3.499,4.643,,,,3.553,3.09,4.13,3.288,2.99,4.7,3.394,2.979,4.81,69.151,52.0,85.0,2.073,1.83,2.289
2018-04,2018,04,SUDESTE,SAO PAULO,4.014,3.495,4.999,,,,2.8,2.099,3.699,3.329,2.89,4.279,3.455,3.019,4.376,65.338,48.0,89.9,2.304,1.989,3.199
2018-04,2018,04,NORDESTE,SERGIPE,4.08,3.9,4.482,,,,3.571,3.2,3.899,3.417,3.18,3.659,3.573,3.25,4.149,75.385,65.0,85.0,2.883,2.799,2.899
2018-04,2018,04,NORTE,TOCANTINS,4.412,3.85,4.7,,,,3.673,3.39,3.9,3.421,3.16,4.66,3.455,3.19,4.97,84.841,65.0,95.0,,,
2018-05,2018,05,NORTE,ACRE,4.938,4.8,5.459,,,,4.076,3.7,4.45,4.474,4.02,4.859,4.44,4.09,4.95,78.162,72.0,85.0,,,
2018-05,2018,05,NORDESTE,ALAGOAS,4.307,3.89,4.759,,,,3.496,3.099,3.999,3.686,3.29,4.159,3.755,3.299,4.299,64.021,55.0,75.0,2.714,2.59,3.04
2018-05,2018,05,NORTE,AMAPA,4.163,3.89,4.44,,,,3.857,3.79,4.19,4.137,3.9,4.44,4.609,4.15,4.89,75.181,65.0,79.0,,,
2018-05,2018,05,NORTE,AMAZONAS,4.536,4.24,5.25,,,,3.621,3.45,4.1,3.671,3.29,4.19,3.791,3.55,4.25,70.318,63.0,89.0,3.179,3.15,3.19
2018-05,2018,05,NORDESTE,BAHIA,4.482,3.83,5.199,,,,3.46,2.86,4.299,3.634,3.24,5.2,3.708,3.27,5.3,57.599,45.0,80.0,2.558,2.32,2.87
2018-05,2018,05,NORDESTE,CEARA,4.561,4.239,4.98,,,,3.625,3.4,3.899,3.812,3.499,4.189,3.822,3.479,4.35,70.635,55.0,80.0,3.189,3.07,3.299
2018-05,2018,05,CENTRO OESTE,DISTRITO FEDERAL,4.331,3.979,4.849,,,,3.524,3.149,3.999,3.802,3.549,4.29,3.914,3.549,4.399,68.85,58.0,85.0,,,
2018-05,2018,05,SUDESTE,ESPIRITO SANTO,4.276,3.979,4.79,,,,3.615,3.13,4.08,3.519,3.19,3.999,3.635,3.34,4.09,62.265,50.0,78.0,2.628,2.57,2.99
2018-05,2018,05,CENTRO OESTE,GOIAS,4.422,3.78,4.99,,,,2.698,2.279,3.39,3.744,3.29,4.19,3.838,3.369,4.29,73.462,67.0,82.0,,,
2018-05,2018,05,NORDESTE,MARANHAO,4.011,3.499,4.619,,,,3.547,2.999,3.999,3.528,3.199,4.0,3.621,3.199,4.099,69.016,55.0,90.0,,,
2018-05,2018,05,CENTRO OESTE,MATO GROSSO,4.277,3.557,5.01,,,,2.78,2.227,3.64,3.9,3.399,4.5,3.962,3.459,4.7,95.38,70.0,115.0,,,
2018-05,2018,05,CENTRO OESTE,MATO GROSSO DO SUL,4.168,3.899,4.799,,,,3.48,2.99,3.799,3.812,3.559,4.44,4.026,3.699,4.599,73.283,58.0,90.0,2.693,2.499,2.799
2018-05,2018,05,SUDESTE,MINAS GERAIS,4.569,3.94,5.449,,,,2.983,2.519,3.87,3.709,2.99,4.357,3.804,3.099,4.509,68.972,55.0,100.0,2.84,2.679,3.099
2018-05,2018,05,NORTE,PARA,4.401,3.929,5.249,,,,3.682,3.279,4.65,3.811,3.297,4.45,3.82,3.299,4.569,72.042,60.0,98.0,,,
2018-05,2018,05,NORDESTE,PARAIBA,4.084,3.74,4.6,,,,3.129,2.929,3.949,3.517,3.149,3.97,3.593,3.34,4.09,63.677,60.0,75.0,3.14,2.95,3.39
2018-05,2018,05,SUL,PARANA,4.215,3.699,4.79,,,,2.885,2.45,3.39,3.443,2.999,4.39,3.529,3.049,3.99,68.212,55.0,88.0,2.613,2.589,3.05
2018-05,2018,05,NORDESTE,PERNAMBUCO,4.299,3.94,4.999,,,,3.274,2.95,3.89,3.6,3.19,3.9,3.579,3.15,3.999,62.776,50.0,77.0,2.586,2.479,3.179
2018-05,2018,05,NORDESTE,PIAUI,4.351,4.149,4.849,,,,3.442,3.199,3.959,3.688,3.459,4.0,3.789,3.52,4.1,67.564,55.0,82.0,,,
2018-05,2018,05,SUDESTE,RIO DE JANEIRO,4.769,4.299,5.4,,,,3.545,3.039,4.199,3.753,3.259,4.299,3.887,3.399,4.499,62.309,49.9,80.0,2.594,2.159,3.499
2018-05,2018,05,NORDESTE,RIO GRANDE DO NORTE,4.359,4.19,4.599,,,,3.516,3.299,3.79,3.713,3.54,3.99,3.839,3.64,4.09,62.985,55.0,72.0,3.101,2.85,3.5
2018-05,2018,05,SUL,RIO GRANDE DO SUL,4.465,3.99,5.069,,,,4.037,3.398,4.799,3.56,3.099,4.695,3.662,3.15,4.199,67.287,52.0,95.0,2.84,2.649,3.38
2018-05,2018,05,NORTE,RONDONIA,4.372,3.83,4.9,,,,3.812,3.42,4.29,3.816,3.28,4.25,3.911,3.45,4.55,76.605,65.0,91.0,,,
2018-05,2018,05,NORTE,RORAIMA,4.328,4.25,4.49,,,,3.773,3.69,3.98,3.742,3.53,3.97,3.816,3.59,4.05,80.047,76.0,83.0,,,
2018-05,2018,05,SUL,SANTA CATARINA,3.99,3.53,4.699,,,,3.473,2.96,4.13,3.468,3.09,4.148,3.582,3.189,4.248,68.773,60.0,85.0,2.114,1.86,2.289
2018-05,2018,05,SUDESTE,SAO PAULO,4.08,3.369,5.099,,,,2.628,2.079,3.699,3.537,3.05,4.74,3.652,3.178,4.75,65.068,46.99,99.0,2.333,1.989,3.399
2018-05,2018,05,NORDESTE,SERGIPE,4.273,3.9,4.732,,,,3.6,3.2,3.899,3.659,3.289,4.042,3.788,3.3,4.129,75.106,64.9,85.0,3.005,2.88,3.099
2018-05,2018,05,NORTE,TOCANTINS,4.524,3.95,4.999,,,,3.659,3.4,3.9,3.582,3.179,4.42,3.61,3.27,4.199,84.465,80.0,95.0,,,
2018-06,2018,06,NORTE,ACRE,5.036,4.84,5.47,,,,3.994,3.75,4.29,4.385,3.99,4.859,4.229,4.07,4.95,77.956,72.0,85.0,,,
2018-06,2018,06,NORDESTE,ALAGOAS,4.643,4.398,4.995,,,,3.642,3.35,3.999,3.596,3.23,4.03,3.709,3.48,4.169,65.367,60.0,75.0,2.727,2.67,2.739
2018-06,2018,06,NORTE,AMAPA,4.101,3.87,4.49,,,,3.836,3.79,3.859,3.83,3.61,4.51,4.245,3.83,4.59,75.061,65.0,79.0,,,
2018-06,2018,06,NORTE,AMAZONAS,4.49,3.99,5.25,,,,3.612,3.45,3.99,3.451,3.15,4.1,3.575,3.27,4.19,70.348,63.0,85.0,3.168,3.1,3.19
2018-06,2018,06,NORDESTE,BAHIA,4.609,4.25,5.195,,,,3.489,3.049,4.299,3.449,3.11,4.139,3.509,3.18,4.339,61.447,50.0,76.0,2.631,2.49,3.1
2018-06,2018,06,NORDESTE,CEARA,4.727,4.4,4.97,,,,3.772,3.399,3.99,3.598,3.33,4.05,3.541,3.359,4.15,72.276,57.0,80.0,3.189,3.09,3.42
2018-06,2018,06,CENTRO OESTE,DISTRITO FEDERAL,4.616,4.099,4.999,,,,3.524,3.159,3.899,3.593,3.399,4.099,3.669,3.457,5.08,73.81,60.0,85.0,,,
2018-06,2018,06,SUDESTE,ESPIRITO SANTO,4.506,4.29,4.85,,,,3.54,3.15,3.99,3.307,3.02,3.76,3.411,3.09,3.89,63.9,53.0,75.0,2.791,2.7,2.999
2018-06,2018,06,CENTRO OESTE,GOIAS,4.788,4.29,5.159,,,,2.935,2.59,3.4,3.588,3.27,4.09,3.665,3.35,4.16,74.025,65.0,85.0,3.89,3.89,3.89
2018-06,2018,06,NORDESTE,MARANHAO,4.277,3.999,4.85,,,,3.601,3.199,3.9,3.436,3.159,3.929,3.539,3.199,4.49,69.778,64.99,90.0,,,
2018-06,2018,06,CENTRO OESTE,MATO GROSSO,4.655,4.177,5.1,,,,2.687,2.479,3.34,3.731,3.43,4.43,3.829,3.529,4.55,96.304,75.0,115.0,2.699,2.699,2.699
2018-06,2018,06,CENTRO OESTE,MATO GROSSO DO SUL,4.399,4.159,4.799,,,,3.358,3.099,3.999,3.57,3.279,4.299,3.767,3.39,4.599,76.422,60.0,90.0,2.769,2.699,2.799
2018-06,2018,06,SUDESTE,MINAS GERAIS,4.86,4.358,5.449,,,,3.087,2.497,3.99,3.489,3.198,4.38,3.586,3.29,4.48,71.904,58.0,90.0,2.839,2.799,3.8
2018-06,2018,06,NORTE,PARA,4.547,4.12,5.249,,,,3.708,3.399,4.75,3.62,3.25,4.24,3.645,3.29,4.29,72.564,60.0,110.0,,,
2018-06,2018,06,NORDESTE,PARAIBA,4.334,4.099,4.649,,,,3.348,3.079,3.92,3.366,3.23,3.89,3.436,2.869,4.19,67.433,58.0,70.0,3.264,3.179,3.39
2018-06,2018,06,SUL,PARANA,4.456,3.999,4.99,,,,3.019,2.64,3.69,3.209,2.89,3.89,3.307,2.89,3.89,69.363,50.0,90.0,2.625,2.58,3.12
2018-06,2018,06,NORDESTE,PERNAMBUCO,4.543,4.099,4.999,,,,3.447,3.199,3.992,3.451,3.259,3.84,3.437,3.109,3.999,64.563,60.0,80.0,2.601,2.59,2.699
2018-06,2018,06,NORDESTE,PIAUI,4.546,4.349,4.92,,,,3.416,3.199,3.899,3.468,3.339,3.89,3.551,3.389,3.89,70.881,59.99,82.0,,,
2018-06,2018,06,SUDESTE,RIO DE JANEIRO,4.974,4.399,5.599,,,,3.592,3.059,4.02,3.525,3.129,4.199,3.636,3.218,4.399,62.521,49.9,80.0,2.645,2.199,3.499
2018-06,2018,06,NORDESTE,RIO GRANDE DO NORTE,4.541,4.35,4.699,,,,3.639,3.399,3.8,3.427,3.33,3.95,3.567,3.439,3.84,64.79,58.0,70.0,3.208,3.02,3.5
2018-06,2018,06,SUL,RIO GRANDE DO SUL,4.724,4.219,5.137,,,,4.059,3.55,4.947,3.352,3.022,4.059,3.455,3.099,4.2,67.486,55.0,86.0,2.823,2.59,3.319
2018-06,2018,06,NORTE,RONDONIA,4.502,3.99,4.92,,,,3.762,3.55,4.34,3.609,3.39,3.99,3.693,3.49,4.09,76.787,65.0,91.0,,,
2018-06,2018,06,NORTE,RORAIMA,4.333,4.19,4.43,,,,3.808,3.69,3.936,3.539,3.39,3.92,3.614,3.4,4.0,80.208,78.0,82.0,,,
2018-06,2018,06,SUL,SANTA CATARINA,4.236,3.89,4.843,,,,3.508,3.09,4.099,3.266,3.02,3.74,3.365,3.09,3.99,69.382,60.0,85.0,2.16,1.969,2.299
2018-06,2018,06,SUDESTE,SAO PAULO,4.34,3.599,5.09,,,,2.768,2.179,3.99,3.311,2.939,4.399,3.418,2.839,4.499,67.329,50.0,90.0,2.324,1.989,3.399
2018-06,2018,06,NORDESTE,SERGIPE,4.402,4.24,4.732,,,,3.721,3.269,3.99,3.418,3.28,3.589,3.537,3.3,3.99,77.488,65.0,85.0,3.058,2.999,3.099
2018-06,2018,06,NORTE,TOCANTINS,4.742,4.39,4.899,,,,3.62,3.18,3.999,3.414,3.199,3.799,3.476,3.24,3.899,85.233,75.0,95.0,,,
2018-07,2018,07,NORTE,ACRE,5.033,4.75,5.479,,,,3.997,3.75,4.299,4.333,3.38,4.449,4.233,3.48,4.54,78.57,72.0,88.0,,,
2018-07,2018,07,NORDESTE,ALAGOAS,4.683,4.34,5.069,,,,3.666,3.39,3.999,3.504,3.23,3.91,3.592,3.299,3.98,66.935,50.0,75.0,2.835,2.689,2.896
2018-07,2018,07,NORTE,AMAPA,4.033,3.86,4.47,,,,3.972,3.85,4.459,3.742,3.6,3.99,4.279,4.08,4.565,74.967,65.0,80.0,,,
2018-07,2018,07,NORTE,AMAZONAS,4.297,3.85,5.25,,,,3.542,3.35,3.99,3.397,3.17,3.8,3.522,3.27,3.99,69.654,63.0,85.0,3.09,3.09,3.09
2018-07,2018,07,NORDESTE,BAHIA,4.631,4.04,5.139,,,,3.5,2.93,4.299,3.385,3.12,3.86,3.452,3.18,4.239,61.996,50.0,78.0,2.729,2.52,3.1
2018-07,2018,07,NORDESTE,CEARA,4.588,4.41,4.97,,,,3.735,3.479,3.899,3.545,3.369,3.84,3.485,3.349,3.97,71.827,60.0,80.0,3.147,3.07,3.199
2018-07,2018,07,CENTRO OESTE,DISTRITO FEDERAL,4.578,4.159,4.889,,,,3.397,2.999,3.999,3.537,3.379,3.699,3.61,3.458,3.999,72.923,65.0,85.0,,,
2018-07,2018,07,SUDESTE,ESPIRITO SANTO,4.474,4.29,4.85,,,,3.531,3.18,3.99,3.279,2.97,3.539,3.37,3.09,3.63,63.323,52.0,79.0,2.803,2.79,2.999
2018-07,2018,07,CENTRO OESTE,GOIAS,4.727,4.299,4.999,,,,2.859,2.49,3.19,3.529,3.21,3.93,3.609,3.31,3.99,73.965,60.0,85.0,,,
2018-07,2018,07,NORDESTE,MARANHAO,4.3,3.999,4.87,,,,3.592,3.199,4.1,3.409,3.229,3.729,3.498,3.299,3.8,69.118,60.0,90.0,3.449,3.449,3.449
2018-07,2018,07,CENTRO OESTE,MATO GROSSO,4.624,3.999,5.0,,,,2.644,2.399,3.19,3.685,3.24,3.999,3.788,3.473,4.33,96.231,75.0,115.0,2.699,2.699,2.699
2018-07,2018,07,CENTRO OESTE,MATO GROSSO DO SUL,4.289,3.949,4.899,,,,3.252,2.899,3.699,3.486,3.199,3.909,3.619,3.299,4.099,73.415,60.0,95.0,2.586,2.499,2.65
2018-07,2018,07,SUDESTE,MINAS GERAIS,4.794,4.349,5.389,,,,3.012,2.349,3.782,3.455,3.139,4.039,3.557,3.099,4.089,71.29,54.0,95.0,2.839,2.799,3.25
2018-07,2018,07,NORTE,PARA,4.527,4.12,5.24,,,,3.681,3.14,4.65,3.604,3.28,3.99,3.603,3.25,4.14,71.921,60.0,100.0,,,
2018-07,2018,07,NORDESTE,PARAIBA,4.29,4.029,4.799,,,,3.384,2.929,3.859,3.323,3.139,3.64,3.371,3.199,3.73,67.274,60.0,70.0,3.182,3.137,3.199
2018-07,2018,07,SUL,PARANA,4.333,3.89,4.79,,,,2.842,2.279,3.299,3.176,2.89,3.49,3.274,2.93,3.59,69.638,52.0,90.0,2.637,2.59,3.12
2018-07,2018,07,NORDESTE,PERNAMBUCO,4.411,4.048,4.99,,,,3.393,3.059,3.857,3.391,3.16,3.629,3.366,3.088,3.729,64.555,53.0,80.0,2.597,2.479,2.599
2018-07,2018,07,NORDESTE,PIAUI,4.522,4.299,4.859,,,,3.43,3.239,3.89,3.452,3.289,3.7,3.537,3.339,3.999,67.658,55.0,87.0,,,
2018-07,2018,07,SUDESTE,RIO DE JANEIRO,4.926,4.399,5.599,,,,3.45,2.89,4.299,3.453,3.039,3.999,3.563,3.199,4.299,62.547,50.0,80.0,2.651,2.299,3.599
2018-07,2018,07,NORDESTE,RIO GRANDE DO NORTE,4.464,4.24,4.699,,,,3.645,3.38,3.89,3.389,3.29,3.71,3.551,3.39,3.98,66.414,60.0,70.0,3.198,3.0,3.299
2018-07,2018,07,SUL,RIO GRANDE DO SUL,4.749,4.049,5.259,,,,4.034,3.59,4.947,3.316,3.023,3.969,3.422,3.099,3.959,67.799,48.0,87.0,2.806,2.639,3.319
2018-07,2018,07,NORTE,RONDONIA,4.563,4.069,4.999,,,,3.774,3.35,4.34,3.587,3.339,3.8,3.664,3.33,3.88,77.204,67.0,91.0,,,
2018-07,2018,07,NORTE,RORAIMA,4.209,4.19,4.35,,,,3.811,3.69,3.9,3.44,3.39,3.53,3.487,3.4,3.59,80.317,78.0,82.0,,,
2018-07,2018,07,SUL,SANTA CATARINA,4.151,3.799,4.832,,,,3.468,2.97,3.999,3.226,2.977,3.731,3.318,3.057,3.732,68.735,60.0,85.0,2.499,2.09,2.799
2018-07,2018,07,SUDESTE,SAO PAULO,4.258,3.649,4.999,,,,2.571,1.99,3.699,3.268,2.935,4.299,3.378,2.99,4.406,67.167,50.0,99.0,2.341,1.989,3.199
2018-07,2018,07,NORDESTE,SERGIPE,4.471,4.24,4.782,,,,3.749,3.457,3.899,3.405,3.28,3.589,3.529,3.3,3.799,76.267,65.0,85.0,3.139,3.079,3.199
2018-07,2018,07,NORTE,TOCANTINS,4.724,4.25,4.92,,,,3.644,3.349,3.999,3.403,3.169,3.879,3.466,3.2,3.899,84.312,80.0,95.0,,,
2018-08,2018,08,NORTE,ACRE,5.025,4.72,5.479,,,,3.989,3.55,4.49,4.334,3.99,4.496,4.226,4.03,4.54,79.47,73.0,90.0,,,
2018-08,2018,08,NORDESTE,ALAGOAS,4.646,4.45,5.099,,,,3.563,3.27,3.999,3.497,3.23,3.849,3.561,3.299,3.99,68.254,60.0,75.0,2.975,2.89,2.999
2018-08,2018,08,NORTE,AMAZONAS,4.689,4.35,5.45,,,,3.526,3.35,3.79,3.399,3.17,3.75,3.522,3.27,4.1,70.58,65.0,85.0,3.155,3.09,3.19
2018-08,2018,08,NORDESTE,BAHIA,4.622,3.98,5.14,,,,3.412,2.89,4.299,3.384,3.13,3.96,3.454,3.18,4.239,62.781,50.0,80.0,2.754,2.68,3.28
2018-08,2018,08,NORDESTE,CEARA,4.432,4.239,4.98,,,,3.644,3.09,3.899,3.528,3.19,3.84,3.476,3.299,3.91,70.261,60.0,82.0,3.222,3.07,3.399
2018-08,2018,08,CENTRO OESTE,DISTRITO FEDERAL,4.429,4.089,4.799,,,,3.17,2.733,3.599,3.516,3.339,3.74,3.59,3.199,3.799,72.957,62.0,85.0,,,
2018-08,2018,08,SUDESTE,ESPIRITO SANTO,4.478,4.25,4.999,,,,3.518,3.07,3.95,3.264,2.97,3.53,3.364,3.07,3.63,62.905,54.0,79.0,2.862,2.77,3.19
2018-08,2018,08,CENTRO OESTE,GOIAS,4.677,4.169,4.999,,,,2.808,2.429,3.09,3.487,3.21,3.79,3.573,3.31,3.93,72.864,60.0,84.0,,,
2018-08,2018,08,NORDESTE,MARANHAO,4.304,4.04,4.87,,,,3.562,3.159,4.1,3.339,3.218,3.76,3.456,3.29,3.8,68.589,55.0,85.0,,,
2018-08,2018,08,CENTRO OESTE,MATO GROSSO,4.608,3.999,4.999,,,,2.563,2.342,3.19,3.669,3.249,3.999,3.771,3.463,4.33,96.712,75.0,115.0,2.699,2.699,2.699
2018-08,2018,08,CENTRO OESTE,MATO GROSSO DO SUL,4.206,3.87,4.979,,,,3.147,2.88,3.67,3.462,3.189,3.949,3.583,3.29,4.099,72.398,59.0,90.0,2.592,2.499,2.65
2018-08,2018,08,SUDESTE,MINAS GERAIS,4.735,4.169,5.389,,,,2.841,2.249,3.782,3.453,3.1,4.159,3.558,3.24,4.259,70.256,54.0,90.0,2.87,2.547,3.199
2018-08,2018,08,NORTE,PARA,4.543,4.12,5.339,,,,3.653,3.14,4.65,3.602,3.337,4.06,3.614,3.24,4.14,72.7,60.0,100.0,,,
2018-08,2018,08,NORDESTE,PARAIBA,4.307,3.989,4.799,,,,3.344,3.069,3.859,3.306,3.19,3.66,3.361,3.179,3.79,67.051,58.0,70.0,3.097,2.69,3.49
2018-08,2018,08,SUL,PARANA,4.26,3.89,4.999,,,,2.676,2.17,3.299,3.17,2.889,3.48,3.264,2.93,3.83,69.541,55.0,88.0,2.693,2.59,3.199
2018-08,2018,08,NORDESTE,PERNAMBUCO,4.291,3.79,4.9,,,,3.327,2.95,3.99,3.403,3.259,3.62,3.341,3.088,3.72,64.665,53.0,80.0,2.599,2.599,2.599
2018-08,2018,08,NORDESTE,PIAUI,4.466,4.12,4.899,,,,3.37,2.999,3.75,3.45,3.289,3.55,3.509,3.339,3.699,67.476,55.0,87.0,,,
2018-08,2018,08,SUDESTE,RIO DE JANEIRO,4.888,4.399,5.67,,,,3.279,2.599,3.999,3.432,3.099,3.84,3.547,3.199,4.299,63.076,50.0,80.0,2.76,2.299,3.799
2018-08,2018,08,NORDESTE,RIO GRANDE DO NORTE,4.516,4.24,4.67,,,,3.616,3.16,3.799,3.392,3.289,3.61,3.552,3.399,3.749,64.216,60.0,70.0,3.239,3.0,3.569
2018-08,2018,08,SUL,RIO GRANDE DO SUL,4.651,4.19,5.49,,,,3.877,3.259,4.799,3.301,3.05,3.969,3.409,3.09,3.899,67.415,48.0,87.0,3.08,2.639,3.49
2018-08,2018,08,NORTE,RONDONIA,4.564,4.29,4.95,,,,3.705,3.199,4.34,3.584,3.339,3.8,3.664,3.439,3.85,77.384,66.25,91.0,,,
2018-08,2018,08,NORTE,RORAIMA,4.204,4.19,4.3,,,,3.766,3.39,3.93,3.44,3.35,3.53,3.498,3.4,3.597,80.521,78.0,88.0,,,
2018-08,2018,08,SUL,SANTA CATARINA,4.092,3.669,4.799,,,,3.382,2.799,3.94,3.23,2.999,3.731,3.318,3.049,3.732,67.194,58.0,82.8,2.669,2.099,2.799
2018-08,2018,08,SUDESTE,SAO PAULO,4.214,3.649,4.999,,,,2.434,1.895,3.699,3.265,2.939,4.239,3.378,2.995,4.406,67.053,50.0,90.0,2.349,1.989,3.97
2018-08,2018,08,NORDESTE,SERGIPE,4.51,4.19,4.799,,,,3.622,3.29,3.89,3.403,3.28,3.582,3.522,3.3,3.689,75.082,70.0,85.0,3.234,3.099,3.379
2018-08,2018,08,NORTE,TOCANTINS,4.742,4.25,5.99,,,,3.615,3.299,3.899,3.445,3.139,4.67,3.469,3.199,4.77,84.464,80.0,95.0,3.48,3.48,3.48
,,,,,3.913,3.78,4.47,,,,,,,3.712,3.59,4.1,4.236,4.02,4.5,74.712,65.0,80.0,,,
2018-09,2018,09,NORTE,ACRE,5.176,4.75,5.759,,,,4.011,3.55,4.45,4.538,4.01,4.749,4.452,4.05,4.94,79.912,75.0,90.0,,,
