referencia,ano,mes,regiao,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2009-08,2009,08,NORDESTE,2.6,2.25,2.99,,,,1.732,1.388,2.45,1.985,1.79,2.29,,,,35.447,29.9,43.0,1.711,1.49,2.249
2009-08,2009,08,NORTE,2.665,2.17,3.33,,,,1.841,1.48,2.85,2.144,1.859,2.75,,,,36.163,26.0,49.0,1.54,1.54,1.54
2009-08,2009,08,SUDESTE,2.424,2.119,3.229,,,,1.314,0.92,2.1,1.978,1.499,2.399,,,,35.608,27.0,46.0,1.527,1.259,2.39
2009-08,2009,08,SUL,2.516,2.049,2.84,,,,1.493,1.0,2.05,1.994,1.79,2.28,,,,36.314,29.0,45.0,1.615,1.489,1.859
2009-09,2009,09,CENTRO OESTE,2.628,2.23,2.994,,,,1.593,1.1,1.959,2.084,1.71,2.58,,,,42.128,32.5,50.0,1.749,1.49,1.99
2009-09,2009,09,NORDESTE,2.588,2.11,2.954,,,,1.729,1.299,2.62,1.977,1.69,2.5,,,,36.18,30.0,45.0,1.688,1.129,2.199
2009-09,2009,09,NORTE,2.662,2.12,3.333,,,,1.822,1.05,2.85,2.127,1.38,2.75,,,,35.254,26.0,50.0,1.54,1.54,2.76
2009-09,2009,09,SUDESTE,2.418,2.043,2.999,,,,1.378,0.99,2.259,1.965,1.199,2.599,,,,37.558,28.0,47.0,1.502,1.19,2.409
2009-09,2009,09,SUL,2.493,2.249,2.999,,,,1.516,1.17,1.999,1.989,1.79,2.299,,,,38.165,30.0,49.0,1.621,1.343,2.199
2009-10,2009,10,CENTRO OESTE,2.653,2.159,3.09,,,,1.681,1.2,2.25,2.096,1.49,2.79,,,,42.163,35.0,51.0,1.749,1.49,1.999
2009-10,2009,10,NORDESTE,2.597,2.05,3.39,,,,1.798,1.099,2.85,1.97,1.715,2.709,,,,36.684,24.0,45.0,1.739,1.299,2.199
2009-10,2009,10,NORTE,2.683,2.08,3.33,,,,1.908,1.489,2.88,2.139,1.84,2.75,,,,36.408,26.5,52.0,1.54,1.54,1.54
2009-10,2009,10,SUDESTE,2.465,2.093,3.09,,,,1.555,1.14,2.219,1.965,1.69,2.89,,,,37.863,29.0,48.0,1.514,1.179,2.63
2009-10,2009,10,SUL,2.552,2.074,3.26,,,,1.73,1.249,2.559,1.991,1.696,2.79,,,,38.769,28.0,49.0,1.617,1.486,1.999
2009-11,2009,11,CENTRO OESTE,2.693,2.288,3.12,,,,1.777,1.28,2.079,2.097,1.749,2.49,,,,42.235,34.0,51.0,1.749,1.479,1.89
2009-11,2009,11,NORDESTE,2.59,2.059,2.99,,,,1.831,1.45,2.68,1.969,1.64,2.281,,,,36.478,24.0,45.0,1.764,1.55,2.199
2009-11,2009,11,NORTE,2.729,2.389,3.38,,,,1.956,1.5,2.99,2.154,1.86,2.75,,,,37.01,24.0,52.0,1.54,1.54,2.38
2009-11,2009,11,SUDESTE,2.49,2.111,3.29,,,,1.608,1.239,2.599,1.967,1.229,2.89,,,,37.813,29.0,48.0,1.521,1.189,2.57
2009-11,2009,11,SUL,2.577,1.963,3.5,,,,1.804,1.39,2.689,1.993,1.56,2.79,,,,38.543,26.0,50.0,1.617,1.489,2.579
2009-12,2009,12,CENTRO OESTE,2.699,2.266,3.29,,,,1.802,1.32,2.29,2.094,1.71,2.49,,,,42.304,32.0,51.0,1.749,1.49,2.18
2009-12,2009,12,NORDESTE,2.59,2.059,2.99,,,,1.83,1.466,2.45,1.967,1.08,2.506,,,,36.439,24.0,43.0,1.776,1.29,2.336
2009-12,2009,12,NORTE,2.732,2.1,3.33,,,,1.966,1.5,2.99,2.154,1.84,2.75,,,,37.816,24.0,52.0,1.54,1.54,2.35
2009-12,2009,12,SUDESTE,2.498,2.119,3.299,,,,1.645,1.149,2.39,1.963,1.03,2.59,,,,37.808,28.0,49.0,1.532,1.259,2.39
2009-12,2009,12,SUL,2.575,2.068,3.297,,,,1.813,1.449,2.38,1.987,1.56,2.49,,,,38.683,30.0,51.0,1.616,1.489,2.0
2010-01,2010,01,CENTRO OESTE,2.709,2.349,3.29,,,,1.961,1.44,2.315,2.093,1.78,2.49,,,,42.056,34.5,51.0,1.789,1.459,2.28
2010-01,2010,01,NORDESTE,2.613,2.25,2.99,,,,1.893,1.229,2.45,1.972,1.699,2.49,,,,36.566,24.0,45.0,1.778,1.399,2.336
2010-01,2010,01,NORTE,2.75,2.45,3.33,,,,2.058,1.65,2.84,2.153,1.8,2.75,,,,38.029,26.5,53.0,1.54,1.54,2.28
2010-01,2010,01,SUDESTE,2.534,2.119,3.299,,,,1.847,1.359,2.689,1.971,1.699,2.59,,,,37.945,28.0,49.0,1.52,1.198,2.39
2010-01,2010,01,SUL,2.608,2.25,2.91,,,,2.004,1.56,2.7,1.996,1.759,2.49,,,,38.771,31.0,49.25,1.618,1.369,1.985
2010-02,2010,02,CENTRO OESTE,2.716,2.379,3.29,,,,2.033,1.44,2.36,2.099,1.72,2.49,,,,42.009,34.0,51.0,1.749,1.49,2.23
2010-02,2010,02,NORDESTE,2.631,2.04,2.999,,,,1.994,1.36,2.49,1.974,1.777,2.39,,,,36.6,24.0,44.0,1.784,1.65,2.339
2010-02,2010,02,NORTE,2.796,2.45,3.33,,,,2.18,1.8,2.99,2.169,1.889,2.75,,,,38.194,26.0,52.0,1.54,1.54,2.28
2010-02,2010,02,SUDESTE,2.562,2.13,3.379,,,,1.889,1.169,2.562,1.973,1.5,2.6,,,,37.975,28.0,49.0,1.523,1.17,2.39
2010-02,2010,02,SUL,2.633,2.179,3.49,,,,2.069,1.43,2.698,1.999,1.78,2.66,,,,38.751,28.5,49.25,1.653,1.489,1.985
2010-03,2010,03,CENTRO OESTE,2.681,2.26,3.29,,,,1.924,1.29,2.33,2.101,1.72,2.49,,,,42.169,30.0,51.0,1.749,1.49,2.239
2010-03,2010,03,NORDESTE,2.608,2.16,2.999,,,,1.976,1.279,2.66,1.973,1.75,2.459,,,,36.603,24.0,45.5,1.79,1.499,2.339
2010-03,2010,03,NORTE,2.739,2.178,3.499,,,,2.178,1.64,2.99,2.165,1.858,2.75,,,,38.231,25.6,52.0,1.54,1.54,2.4
2010-03,2010,03,SUDESTE,2.535,2.115,3.27,,,,1.695,1.159,2.63,1.972,1.449,2.73,,,,38.36,26.99,49.0,1.535,1.197,2.39
2010-03,2010,03,SUL,2.583,2.2,2.99,,,,1.841,1.18,2.698,1.997,1.69,2.333,,,,38.851,30.0,49.9,1.656,1.48,2.119
2010-04,2010,04,CENTRO OESTE,2.626,2.25,3.29,,,,1.811,1.28,2.24,2.102,1.76,2.49,,,,42.149,30.0,51.0,1.749,1.49,2.299
2010-04,2010,04,NORDESTE,2.63,2.169,2.999,,,,1.911,1.42,2.49,1.971,1.729,2.29,,,,36.334,24.0,44.0,1.788,1.59,2.339
2010-04,2010,04,NORTE,2.764,2.36,3.33,,,,2.111,1.65,2.99,2.158,1.889,2.75,,,,38.317,26.5,52.0,1.54,1.54,2.14
2010-04,2010,04,SUDESTE,2.505,2.118,3.27,,,,1.559,1.13,2.499,1.97,1.69,2.409,,,,38.424,27.0,49.0,1.518,1.119,2.39
2010-04,2010,04,SUL,2.549,2.117,2.99,,,,1.676,1.149,2.628,1.995,1.778,2.82,,,,38.835,28.0,49.63,1.658,1.486,2.099
2010-05,2010,05,CENTRO OESTE,2.615,2.19,3.29,,,,1.754,1.1,2.24,2.1,1.76,2.55,,,,42.175,35.0,51.0,1.749,1.49,1.799
2010-05,2010,05,NORDESTE,2.656,2.19,2.999,,,,1.88,1.399,2.49,1.969,1.699,2.281,,,,36.287,24.0,45.0,1.782,1.59,2.339
2010-05,2010,05,NORTE,2.759,2.45,3.39,,,,2.087,1.69,2.99,2.159,1.889,2.75,,,,38.356,26.5,52.0,1.54,1.54,2.3
2010-05,2010,05,SUDESTE,2.492,2.115,3.27,,,,1.449,0.959,2.397,1.967,1.65,2.399,,,,38.38,27.0,49.0,1.556,1.259,2.23
2010-05,2010,05,SUL,2.549,2.131,2.999,,,,1.653,1.129,2.599,1.995,1.79,2.29,,,,38.754,29.9,49.0,1.652,1.489,2.079
2010-06,2010,06,CENTRO OESTE,2.584,2.19,3.29,,,,1.648,1.08,2.229,2.1,1.7,2.55,,,,42.139,32.0,51.0,1.749,1.47,1.799
2010-06,2010,06,NORDESTE,2.651,2.1,2.999,,,,1.858,1.189,2.49,1.967,1.749,2.3,,,,36.277,24.0,44.0,1.773,1.499,2.349
2010-06,2010,06,NORTE,2.745,2.42,3.5,,,,2.052,1.699,2.84,2.153,1.839,2.75,,,,38.374,26.0,54.0,1.54,1.54,2.4
2010-06,2010,06,SUDESTE,2.48,2.09,3.27,,,,1.382,0.96,2.3,1.967,1.599,2.629,,,,38.36,26.99,47.0,1.557,1.259,2.23
2010-06,2010,06,SUL,2.516,2.13,3.365,,,,1.57,0.97,2.42,1.992,1.669,2.505,,,,38.668,29.9,48.0,1.652,1.485,2.049
2010-07,2010,07,CENTRO OESTE,2.587,2.229,3.29,,,,1.647,1.09,2.229,2.097,1.76,2.59,,,,41.852,35.0,51.0,1.749,1.47,2.24
2010-07,2010,07,NORDESTE,2.652,2.23,2.999,,,,1.853,1.34,2.49,1.968,1.72,2.76,,,,36.175,24.0,45.0,1.774,1.48,2.369
2010-07,2010,07,NORTE,2.72,2.25,3.35,,,,2.021,1.75,2.79,2.154,1.889,2.75,,,,38.438,26.0,55.0,1.557,1.54,1.89
2010-07,2010,07,SUDESTE,2.484,1.899,3.27,,,,1.426,0.989,2.3,1.966,1.699,2.829,,,,38.339,26.99,47.0,1.557,1.159,2.23
2010-07,2010,07,SUL,2.509,2.08,2.999,,,,1.558,1.119,2.42,1.994,1.79,2.34,,,,38.624,30.0,48.0,1.654,1.485,2.1
2010-08,2010,08,CENTRO OESTE,2.609,2.25,3.29,,,,1.663,1.18,2.19,2.091,1.76,2.59,,,,41.129,35.0,51.0,1.749,1.49,1.799
2010-08,2010,08,NORDESTE,2.643,2.259,2.99,,,,1.857,1.34,2.49,1.966,1.69,2.281,,,,35.96,25.0,45.0,1.778,1.49,2.389
2010-08,2010,08,NORTE,2.72,2.37,3.5,,,,2.006,1.65,2.79,2.139,1.889,2.75,,,,38.474,24.62,55.0,1.65,1.65,1.89
2010-08,2010,08,SUDESTE,2.487,2.099,3.27,,,,1.476,1.079,2.197,1.964,1.448,2.399,,,,38.174,27.0,52.0,1.564,1.299,2.23
2010-08,2010,08,SUL,2.544,2.089,2.93,,,,1.629,1.2,2.27,1.995,1.648,2.59,,,,38.497,29.9,47.0,1.654,1.489,1.999
2010-09,2010,09,CENTRO OESTE,2.624,2.26,3.29,,,,1.669,1.22,2.09,2.092,1.76,2.59,,,,41.119,34.0,51.5,1.749,1.49,1.87
2010-09,2010,09,NORDESTE,2.606,2.209,2.99,,,,1.848,1.366,2.49,1.965,1.748,2.281,,,,35.96,24.99,45.0,1.779,1.49,2.389
2010-09,2010,09,NORTE,2.719,2.37,3.47,,,,1.993,1.65,2.79,2.136,1.889,2.75,,,,38.56,25.0,56.0,1.65,1.65,1.89
2010-09,2010,09,SUDESTE,2.49,2.112,3.27,,,,1.494,1.099,2.309,1.963,1.675,2.59,,,,38.269,24.99,47.0,1.561,1.299,2.23
2010-09,2010,09,SUL,2.566,2.09,2.999,,,,1.657,1.25,2.25,1.996,1.648,2.31,,,,38.51,29.9,47.0,1.653,1.299,1.999
2010-10,2010,10,CENTRO OESTE,2.688,2.26,3.29,,,,1.749,1.28,2.15,2.09,1.79,2.59,,,,41.131,35.0,51.5,1.749,1.49,1.799
2010-10,2010,10,NORDESTE,2.628,2.21,2.99,,,,1.88,1.39,2.49,1.965,1.739,2.281,,,,36.084,24.99,45.0,1.777,1.59,2.389
2010-10,2010,10,NORTE,2.725,2.35,3.39,,,,2.007,1.65,2.79,2.143,1.889,2.75,,,,39.129,25.0,53.0,1.65,1.65,1.65
2010-10,2010,10,SUDESTE,2.517,2.129,3.339,,,,1.61,1.199,2.299,1.966,1.699,2.59,,,,38.315,28.0,47.0,1.568,1.299,2.25
2010-10,2010,10,SUL,2.588,2.259,2.99,,,,1.776,1.29,2.345,1.995,1.739,2.31,,,,38.529,29.9,47.0,1.652,1.299,2.1
2010-11,2010,11,CENTRO OESTE,2.731,2.45,3.29,,,,1.843,1.41,2.09,2.089,1.79,2.59,,,,41.175,35.0,51.0,1.749,1.49,1.799
2010-11,2010,11,NORDESTE,2.654,2.229,2.999,,,,1.911,1.45,2.39,1.964,1.729,2.59,,,,36.032,24.99,45.0,1.77,1.59,2.389
2010-11,2010,11,NORTE,2.704,2.29,3.39,,,,2.046,1.78,2.79,2.145,1.889,2.75,,,,39.304,26.5,53.0,1.65,1.65,1.65
2010-11,2010,11,SUDESTE,2.532,2.149,3.339,,,,1.654,1.219,2.45,1.966,1.58,2.399,,,,38.346,28.0,47.0,1.572,1.299,2.25
2010-11,2010,11,SUL,2.602,2.29,2.999,,,,1.829,1.359,2.35,1.995,1.699,2.31,,,,38.585,29.9,48.0,1.658,1.486,1.999
2010-12,2010,12,CENTRO OESTE,2.733,2.37,3.29,,,,1.858,1.39,2.26,2.089,1.79,2.59,,,,41.169,35.0,51.0,1.749,1.49,1.99
2010-12,2010,12,NORDESTE,2.658,2.228,2.999,,,,1.923,1.5,2.39,1.964,1.759,2.39,,,,36.098,24.99,45.0,1.76,1.59,2.389
2010-12,2010,12,NORTE,2.775,2.39,3.33,,,,2.069,1.68,2.79,2.147,1.889,2.75,,,,39.357,27.0,53.0,1.588,1.401,1.65
2010-12,2010,12,SUDESTE,2.546,2.179,3.249,,,,1.723,1.299,2.349,1.967,1.699,2.5,,,,38.277,28.0,47.0,1.512,1.097,2.24
2010-12,2010,12,SUL,2.608,2.288,2.9,,,,1.878,1.399,2.4,1.995,1.799,2.31,,,,38.65,29.9,47.0,1.658,1.489,1.999
2011-01,2011,01,CENTRO OESTE,2.744,2.389,3.34,,,,1.936,1.27,2.49,2.095,1.789,2.64,,,,41.179,35.0,51.5,1.749,1.49,1.799
2011-01,2011,01,NORDESTE,2.665,2.199,2.999,,,,1.936,1.5,2.39,1.969,1.74,2.299,,,,36.146,24.99,45.0,1.758,1.56,2.389
2011-01,2011,01,NORTE,2.777,2.49,3.33,,,,2.113,1.68,2.79,2.152,1.889,2.72,,,,39.324,27.0,57.0,1.65,1.65,1.65
2011-01,2011,01,SUDESTE,2.56,2.179,3.32,,,,1.78,1.399,2.699,1.977,1.69,2.399,,,,38.241,26.5,48.9,1.485,1.099,2.23
2011-01,2011,01,SUL,2.61,2.29,2.9,,,,1.939,1.539,2.498,2.005,1.78,2.36,,,,38.646,29.9,47.0,1.656,1.489,1.999
2011-02,2011,02,CENTRO OESTE,2.759,2.39,3.33,,,,2.029,1.62,2.39,2.108,1.79,2.59,,,,41.187,35.0,51.5,1.749,1.49,1.799
2011-02,2011,02,NORDESTE,2.679,2.27,2.999,,,,1.984,1.65,2.45,1.98,1.749,2.5,,,,36.008,24.99,45.0,1.761,1.56,2.389
2011-02,2011,02,NORTE,2.775,2.33,3.39,,,,2.144,1.89,2.79,2.149,1.89,2.88,,,,39.289,26.0,57.0,1.65,1.65,1.65
2011-02,2011,02,SUDESTE,2.57,2.149,3.249,,,,1.809,1.399,2.497,1.984,1.449,2.399,,,,38.248,26.5,48.9,1.49,1.099,2.25
2011-02,2011,02,SUL,2.617,2.35,2.9,,,,1.977,1.579,2.498,2.012,1.79,2.459,,,,38.607,29.9,47.0,1.65,1.399,1.899
2011-03,2011,03,CENTRO OESTE,2.863,2.52,3.4,,,,2.233,1.759,2.84,2.132,1.799,2.739,,,,41.328,35.0,53.9,1.749,1.49,1.799
2011-03,2011,03,NORDESTE,2.706,2.279,2.999,,,,2.067,1.65,2.7,1.985,1.749,2.749,,,,35.938,24.99,48.0,1.786,1.57,2.389
2011-03,2011,03,NORTE,2.791,2.52,3.5,,,,2.255,1.959,2.9,2.16,1.89,2.82,,,,39.34,27.0,56.0,1.65,1.65,1.959
2011-03,2011,03,SUDESTE,2.623,2.019,3.299,,,,2.036,1.499,2.949,1.99,1.699,2.6,,,,38.271,28.0,49.0,1.497,1.049,2.31
2011-03,2011,03,SUL,2.644,2.35,3.025,,,,2.187,1.639,3.0,2.018,1.78,2.775,,,,38.622,30.9,48.0,1.66,1.479,2.1
2011-04,2011,04,CENTRO OESTE,2.948,2.64,3.4,,,,2.475,1.91,2.929,2.139,1.849,2.659,,,,41.53,34.0,53.9,1.749,1.49,2.28
2011-04,2011,04,NORDESTE,2.797,2.329,3.18,,,,2.275,1.65,2.99,1.992,1.02,2.39,,,,36.032,25.0,52.0,1.792,1.57,2.389
2011-04,2011,04,NORTE,2.916,2.61,3.54,,,,2.49,2.09,3.25,2.166,1.79,2.82,,,,39.327,26.3,53.0,1.65,1.65,1.65
2011-04,2011,04,SUDESTE,2.797,2.349,3.559,,,,2.232,1.769,2.999,1.996,1.399,2.699,,,,38.471,29.0,49.0,1.538,1.099,2.31
2011-04,2011,04,SUL,2.831,2.469,3.19,,,,2.478,1.849,3.2,2.028,1.81,2.826,,,,38.726,30.0,47.0,1.736,1.399,2.09
2011-05,2011,05,CENTRO OESTE,2.906,2.49,3.47,,,,2.128,1.42,2.79,2.139,1.829,2.64,,,,41.599,34.99,53.9,1.751,1.48,1.999
2011-05,2011,05,NORDESTE,2.785,2.44,3.19,,,,2.266,1.749,3.14,1.992,1.699,2.618,,,,36.155,25.0,45.0,1.796,1.59,2.389
2011-05,2011,05,NORTE,2.92,2.58,3.59,,,,2.463,1.98,2.96,2.16,1.85,2.87,,,,39.557,27.0,53.0,1.65,1.65,1.65
2011-05,2011,05,SUDESTE,2.842,2.299,3.619,,,,1.954,1.37,2.999,1.994,1.75,2.98,,,,38.447,29.9,49.0,1.571,1.099,2.099
2011-05,2011,05,SUL,2.829,2.379,3.17,,,,2.164,1.469,3.2,2.025,1.799,2.763,,,,38.859,29.9,49.9,1.741,1.399,2.13
2011-06,2011,06,CENTRO OESTE,2.768,2.268,3.39,,,,1.856,1.38,2.299,2.132,1.759,2.64,,,,41.611,34.99,53.9,1.756,1.48,1.799
2011-06,2011,06,NORDESTE,2.693,2.27,3.19,,,,2.157,1.679,2.79,1.988,1.73,2.849,,,,36.269,26.0,45.0,1.79,1.56,2.389
2011-06,2011,06,NORTE,2.805,2.4,3.54,,,,2.298,1.9,3.1,2.161,1.85,2.89,,,,40.072,27.0,58.0,1.65,1.65,2.25
2011-06,2011,06,SUDESTE,2.743,2.299,3.629,,,,1.797,1.329,2.79,1.989,1.749,2.81,,,,38.46,29.0,49.0,1.577,1.099,2.13
2011-06,2011,06,SUL,2.725,2.29,3.089,,,,1.954,1.469,2.999,2.025,1.79,2.73,,,,38.877,30.9,48.0,1.738,1.489,2.13
2011-07,2011,07,CENTRO OESTE,2.804,2.329,3.39,,,,1.926,1.48,2.399,2.138,1.819,2.64,,,,41.549,33.99,53.9,1.755,1.49,2.1
2011-07,2011,07,NORDESTE,2.703,2.27,3.238,,,,2.18,1.79,2.99,1.988,1.75,2.399,,,,36.292,25.6,45.0,1.784,1.56,2.409
2011-07,2011,07,NORTE,2.792,2.31,3.54,,,,2.283,1.9,2.93,2.164,1.87,2.79,,,,40.012,28.0,59.0,1.65,1.65,1.65
2011-07,2011,07,SUDESTE,2.736,2.349,3.399,,,,1.88,1.44,2.796,1.992,1.699,2.499,,,,38.459,28.0,49.0,1.562,1.099,2.31
2011-07,2011,07,SUL,2.704,2.379,3.15,,,,2.018,1.589,2.899,2.022,1.799,2.49,,,,38.9,30.0,48.5,1.739,1.489,2.13
2011-08,2011,08,CENTRO OESTE,2.812,2.45,3.39,,,,1.947,1.53,2.379,2.136,1.82,2.64,,,,41.528,35.0,54.0,1.754,1.49,1.799
2011-08,2011,08,NORDESTE,2.712,2.249,3.19,,,,2.209,1.799,2.99,1.988,1.75,2.39,,,,36.325,25.6,45.0,1.785,1.56,2.409
2011-08,2011,08,NORTE,2.834,2.52,3.49,,,,2.294,1.95,2.94,2.166,1.87,2.8,,,,39.892,28.0,58.0,1.65,1.65,1.65
2011-08,2011,08,SUDESTE,2.733,2.199,3.67,,,,1.891,1.399,2.75,1.989,1.729,2.499,,,,38.445,29.0,49.0,1.559,1.099,2.33
2011-08,2011,08,SUL,2.696,2.349,3.279,,,,2.035,1.599,2.838,2.026,1.799,2.36,,,,38.898,30.0,48.5,1.752,1.489,2.13
2011-09,2011,09,CENTRO OESTE,2.831,2.49,3.39,,,,1.998,1.74,2.399,2.136,1.829,2.64,,,,41.57,34.0,53.9,1.758,1.49,1.799
2011-09,2011,09,NORDESTE,2.691,2.289,3.19,,,,2.203,1.79,2.89,1.986,1.749,2.39,,,,36.75,25.6,45.5,1.781,1.56,2.409
2011-09,2011,09,NORTE,2.879,2.52,3.5,,,,2.305,1.799,3.099,2.167,1.85,2.8,,,,39.65,26.12,58.0,1.65,1.65,1.65
2011-09,2011,09,SUDESTE,2.735,2.229,3.69,,,,1.953,1.529,2.899,1.99,1.749,2.499,,,,38.718,28.0,50.0,1.552,1.099,2.31
2011-09,2011,09,SUL,2.718,2.359,3.15,,,,2.118,1.729,2.699,2.024,1.81,2.36,,,,39.325,29.9,49.0,1.747,1.399,2.13
2011-10,2011,10,CENTRO OESTE,2.838,2.49,3.39,,,,2.045,1.74,2.399,2.141,1.829,2.64,,,,41.618,34.0,53.9,1.752,1.49,1.799
2011-10,2011,10,NORDESTE,2.673,2.209,3.19,,,,2.18,1.75,2.99,1.987,1.75,2.49,,,,36.942,28.0,45.0,1.778,1.56,2.449
2011-10,2011,10,NORTE,2.885,2.55,3.54,,,,2.314,1.799,2.96,2.169,1.87,2.799,,,,39.74,28.0,58.0,1.65,1.65,1.65
2011-10,2011,10,SUDESTE,2.739,2.259,3.719,,,,1.943,1.459,2.75,1.991,1.699,2.499,,,,38.969,29.9,50.0,1.553,1.099,2.31
2011-10,2011,10,SUL,2.759,2.459,3.15,,,,2.136,1.74,2.749,2.026,1.749,2.49,,,,39.59,31.0,49.3,1.793,1.399,2.13
2011-11,2011,11,CENTRO OESTE,2.848,2.53,3.25,,,,2.107,1.77,2.46,2.151,1.829,2.57,,,,41.614,34.0,54.0,1.755,1.69,1.899
2011-11,2011,11,NORDESTE,2.661,2.279,3.19,,,,2.16,1.699,2.99,1.986,1.759,2.299,,,,36.964,28.0,45.0,1.776,1.56,2.19
2011-11,2011,11,NORTE,2.883,2.55,3.5,,,,2.332,1.95,2.96,2.169,1.91,2.81,,,,39.676,29.0,58.0,1.65,1.65,1.65
2011-11,2011,11,SUDESTE,2.731,2.349,3.719,,,,1.97,1.499,2.989,1.992,1.749,2.649,,,,39.006,29.0,50.0,1.548,1.099,2.31
2011-11,2011,11,SUL,2.762,2.42,3.15,,,,2.154,1.699,2.749,2.025,1.81,2.399,,,,39.569,31.0,49.0,1.802,1.499,2.229
2011-12,2011,12,CENTRO OESTE,2.848,2.53,3.25,,,,2.158,1.79,2.59,2.157,1.87,2.79,,,,41.604,34.99,54.0,1.787,1.69,1.999
2011-12,2011,12,NORDESTE,2.698,2.279,3.19,,,,2.162,1.789,2.99,1.991,1.759,2.3,,,,36.984,26.0,45.0,1.778,1.56,2.499
2011-12,2011,12,NORTE,2.88,2.55,3.499,,,,2.347,1.95,2.96,2.169,1.91,2.799,,,,39.742,27.0,58.0,1.65,1.65,1.65
2011-12,2011,12,SUDESTE,2.732,2.349,3.679,,,,1.994,1.56,2.99,1.994,1.749,2.499,,,,38.998,29.0,50.0,1.562,1.099,2.31
2011-12,2011,12,SUL,2.757,2.459,3.15,,,,2.176,1.79,2.74,2.025,1.799,2.48,,,,39.711,29.9,49.0,1.831,1.499,2.229
2012-01,2012,01,CENTRO OESTE,2.842,2.479,3.29,,,,2.157,1.79,2.59,2.157,1.87,2.59,,,,41.72,34.0,56.0,1.912,1.69,1.989
2012-01,2012,01,NORDESTE,2.687,2.32,3.19,,,,2.153,1.85,2.99,1.99,1.7,2.25,,,,37.068,26.0,45.0,1.771,1.49,2.549
2012-01,2012,01,NORTE,2.883,2.55,3.46,,,,2.357,1.95,2.99,2.18,1.859,2.8,,,,40.028,29.0,62.0,1.645,1.64,1.65
2012-01,2012,01,SUDESTE,2.724,2.259,3.599,,,,1.966,1.49,2.75,2.005,1.749,2.499,,,,38.956,29.99,53.0,1.577,1.189,2.35
2012-01,2012,01,SUL,2.748,2.419,3.15,,,,2.17,1.75,2.757,2.025,1.78,2.36,,,,39.718,30.0,49.0,1.816,1.259,2.229
2012-02,2012,02,CENTRO OESTE,2.832,2.48,3.499,,,,2.116,1.65,2.52,2.157,1.87,2.55,,,,41.705,34.0,54.0,1.893,1.79,1.989
2012-02,2012,02,NORDESTE,2.688,2.329,3.19,,,,2.143,1.79,2.99,1.991,1.759,2.33,,,,37.242,25.0,45.3,1.772,1.45,2.549
2012-02,2012,02,NORTE,2.88,2.55,3.59,,,,2.367,2.08,2.99,2.183,1.88,2.8,,,,40.169,29.0,63.0,1.65,1.65,1.65
2012-02,2012,02,SUDESTE,2.717,2.29,3.69,,,,1.904,1.39,2.89,2.01,1.669,2.509,,,,38.895,29.0,53.0,1.58,1.009,2.35
2012-02,2012,02,SUL,2.728,2.37,3.15,,,,2.128,1.67,2.759,2.024,1.799,2.36,,,,39.615,29.84,49.0,1.832,1.199,2.229
2012-03,2012,03,CENTRO OESTE,2.834,2.488,3.2,,,,2.105,1.74,2.49,2.157,1.889,2.55,,,,41.802,35.0,54.0,1.894,1.79,1.989
2012-03,2012,03,NORDESTE,2.7,2.259,3.19,,,,2.138,1.56,2.99,1.993,1.77,2.299,,,,37.26,26.0,45.3,1.779,1.45,2.369
2012-03,2012,03,NORTE,2.878,2.55,3.49,,,,2.364,2.08,2.999,2.178,1.889,2.79,,,,40.405,29.0,63.0,1.65,1.65,1.65
2012-03,2012,03,SUDESTE,2.726,2.29,3.69,,,,1.928,1.3,2.89,2.011,1.68,2.949,,,,38.869,27.9,53.0,1.577,1.199,2.35
2012-03,2012,03,SUL,2.726,2.359,3.15,,,,2.131,1.69,2.79,2.029,1.799,2.79,,,,39.594,29.5,50.0,1.824,1.199,2.229
2012-04,2012,04,CENTRO OESTE,2.817,2.488,3.2,,,,2.07,1.74,2.49,2.142,1.8,2.555,,,,41.989,34.5,54.0,1.892,1.79,1.989
2012-04,2012,04,NORDESTE,2.705,2.33,3.19,,,,2.118,1.56,2.99,1.999,1.739,2.299,,,,37.314,26.0,45.0,1.785,1.45,2.369
2012-04,2012,04,NORTE,2.887,2.5,3.49,,,,2.324,2.039,3.12,2.179,1.889,2.8,,,,40.46,27.47,63.0,1.65,1.65,1.65
2012-04,2012,04,SUDESTE,2.729,2.285,3.69,,,,1.932,1.499,2.89,2.016,1.68,2.499,,,,39.007,27.9,53.0,1.566,1.189,2.35
2012-04,2012,04,SUL,2.719,2.259,3.15,,,,2.104,1.75,2.759,2.029,1.799,2.397,,,,39.723,29.5,51.0,1.849,1.199,2.169
